city,year,country,avg_city_temp,avg_global_temp
Warsaw,1953,Poland,7.93,8.87
Warsaw,1954,Poland,7.03,8.56
Warsaw,1955,Poland,7.45,8.63
Warsaw,1956,Poland,5.97,8.28
Warsaw,1957,Poland,8.30,8.73
Warsaw,1958,Poland,7.45,8.77
Warsaw,1959,Poland,8.17,8.73
Warsaw,1960,Poland,7.88,8.58
Warsaw,1961,Poland,8.52,8.80
Warsaw,1962,Poland,6.90,8.75
Warsaw,1963,Poland,6.56,8.86
Warsaw,1964,Poland,7.11,8.41
Warsaw,1965,Poland,6.01,8.53
Warsaw,1966,Poland,8.19,8.60
Warsaw,1967,Poland,8.59,8.70
Warsaw,1968,Poland,7.85,8.52
Warsaw,1969,Poland,6.40,8.60
Warsaw,1970,Poland,6.73,8.70
Warsaw,1971,Poland,7.86,8.60
Warsaw,1972,Poland,7.75,8.50
Warsaw,1973,Poland,7.85,8.95
Warsaw,1974,Poland,8.55,8.47
Warsaw,1975,Poland,8.98,8.74
Warsaw,1976,Poland,7.02,8.35
Warsaw,1977,Poland,8.19,8.85
Warsaw,1978,Poland,6.88,8.69
Warsaw,1979,Poland,6.96,8.73
Warsaw,1980,Poland,6.53,8.98
Warsaw,1981,Poland,7.77,9.17
Warsaw,1982,Poland,8.28,8.64
Warsaw,1983,Poland,8.90,9.03
Warsaw,1984,Poland,7.92,8.69
Warsaw,1985,Poland,6.65,8.66
Warsaw,1986,Poland,7.30,8.83
Warsaw,1987,Poland,6.32,8.99
Warsaw,1988,Poland,8.05,9.20
Warsaw,1989,Poland,9.43,8.92
Warsaw,1990,Poland,9.20,9.23
Warsaw,1991,Poland,7.90,9.18
Warsaw,1992,Poland,8.65,8.84
Warsaw,1993,Poland,7.67,8.87
Warsaw,1994,Poland,8.78,9.04
Warsaw,1995,Poland,8.16,9.35
Warsaw,1996,Poland,6.71,9.04
Warsaw,1997,Poland,7.81,9.20
Warsaw,1998,Poland,8.17,9.52
Warsaw,1999,Poland,8.96,9.29
Warsaw,2000,Poland,9.56,9.20
Warsaw,2001,Poland,8.26,9.41
Warsaw,2002,Poland,9.14,9.57
Warsaw,2003,Poland,8.22,9.53
Warsaw,2004,Poland,8.33,9.32
Warsaw,2005,Poland,8.43,9.70
Warsaw,2006,Poland,8.64,9.53
Warsaw,2007,Poland,9.32,9.73
Warsaw,2008,Poland,9.51,9.43
Warsaw,2009,Poland,8.50,9.51
Warsaw,2010,Poland,7.67,9.70
Warsaw,2011,Poland,8.84,9.52
Warsaw,2012,Poland,8.48,9.51
Warsaw,2013,Poland,9.32,9.61
